Station/Location;Datum;"Globalstrahlung; Tagesmittel";"Gesamtschneehöhe; Morgenmessung von 6 UTC";"Gesamtbewölkung; Tagesmittel";"Luftdruck auf Stationshöhe (QFE); Tagesmittel";"Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag";"Sonnenscheindauer; Tagessumme";"Lufttemperatur 2 m über Boden; Tagesmittel";"Lufttemperatur 2 m über Boden; Tagesminimum";"Lufttemperatur 2 m über Boden; Tagesmaximum";"Relative Luftfeuchtigkeit 2 m über Boden; Tagesmittel"
St. Gallen;2014-08-29;113.0;0.0;;929.7;8.0;86.0;17.2;15.1;21.4;81.0
St. Gallen;2014-08-31;53.0;0.0;;927.8;30.7;0.0;12.9;9.6;16.7;84.0
St. Gallen;2014-09-01;76.0;0.0;;930.3;0.0;42.0;10.4;8.9;13.5;87.1
St. Gallen;2014-09-08;213.0;0.0;;927.9;0.0;513.0;18.5;14.6;22.6;75.3
St. Gallen;2014-09-12;49.0;0.0;;927.8;10.6;0.0;9.5;8.4;10.3;93.9
St. Gallen;2014-09-22;97.0;0.0;;930.1;0.5;99.0;9.6;5.2;12.3;83.4
St. Gallen;2014-09-23;214.0;0.0;;929.5;0.0;638.0;8.2;3.7;13.6;81.6
St. Gallen;2014-09-24;172.0;0.0;;925.6;19.2;453.0;11.3;5.9;17.5;80.5
St. Gallen;2014-09-27;194.0;0.0;;936.8;0.0;607.0;12.5;8.5;17.5;83.3
St. Gallen;2014-09-28;189.0;0.0;;936.1;0.1;618.0;13.6;9.1;18.7;88.4
St. Gallen;2014-10-01;75.0;0.0;;936.9;5.0;164.0;13.8;12.3;16.4;91.2
St. Gallen;2014-10-06;151.0;0.0;;923.7;0.0;455.0;12.0;9.4;15.2;88.0
St. Gallen;2014-10-09;171.0;0.0;;923.2;0.0;598.0;18.9;13.2;24.0;49.2
St. Gallen;2014-10-11;82.0;0.0;;926.3;0.2;101.0;14.0;12.6;15.5;90.2
St. Gallen;2014-10-13;23.0;0.0;;921.9;18.7;0.0;13.3;10.2;20.7;83.6
St. Gallen;2014-10-26;116.0;0.0;;934.5;0.0;379.0;9.7;7.0;14.0;86.0
St. Gallen;2014-11-04;49.0;0.0;;907.7;0.3;32.0;14.1;8.3;17.2;48.1
St. Gallen;2014-11-08;104.0;0.0;;923.2;0.0;469.0;7.0;4.2;9.6;75.8
St. Gallen;2014-11-11;34.0;0.0;;917.1;0.0;15.0;10.7;4.2;17.7;68.3
St. Gallen;2014-11-13;33.0;0.0;;922.2;0.1;1.0;7.3;5.7;8.3;95.8
St. Gallen;2014-11-24;57.0;0.0;;932.0;0.1;161.0;10.8;4.4;15.9;71.1
St. Gallen;2014-11-25;9.0;0.0;;929.6;0.6;0.0;5.6;4.8;6.0;99.5
St. Gallen;2014-12-01;6.0;0.0;;914.6;0.6;0.0;1.0;0.3;1.6;99.4
St. Gallen;2014-12-12;56.0;0.0;;923.2;0.0;247.0;5.0;1.5;10.9;54.3
St. Gallen;2014-12-19;42.0;0.0;;931.6;10.5;80.0;9.0;6.7;11.3;74.5
St. Gallen;2014-12-26;14.0;2.0;;935.5;1.4;0.0;-0.7;-4.0;0.4;85.5
St. Gallen;2015-01-03;20.0;22.0;;935.2;12.9;0.0;4.5;0.8;7.8;89.3
St. Gallen;2015-01-19;64.0;12.0;;920.0;0.0;186.0;-2.5;-4.6;-0.7;91.8
St. Gallen;2015-01-22;16.0;8.0;;920.3;0.0;0.0;-2.4;-3.2;-1.5;97.7
St. Gallen;2015-02-04;43.0;35.0;;916.4;0.0;7.0;-4.9;-6.3;-3.5;90.3
St. Gallen;2015-02-06;11.0;30.0;;921.7;0.0;0.0;-4.7;-5.6;-4.1;85.4
St. Gallen;2015-02-12;133.0;23.0;;930.7;0.0;509.0;-0.8;-6.4;4.3;78.4
St. Gallen;2015-02-13;135.0;23.0;;927.0;0.0;491.0;2.1;-4.9;5.6;56.8
St. Gallen;2015-02-20;153.0;13.0;;926.4;0.0;550.0;4.5;0.8;8.6;41.3
St. Gallen;2015-02-28;90.0;11.0;;927.9;0.7;76.0;0.2;-0.9;2.0;90.3
St. Gallen;2015-03-04;66.0;8.0;;934.6;1.3;16.0;0.7;-1.3;5.2;82.5
St. Gallen;2015-03-05;61.0;8.0;;941.4;0.4;3.0;-0.6;-2.0;1.0;76.3
St. Gallen;2015-03-07;167.0;5.0;;939.5;0.0;608.0;2.7;-2.1;7.0;59.3
St. Gallen;2015-03-09;183.0;0.0;;933.4;0.0;600.0;7.0;2.9;10.7;56.9
St. Gallen;2015-03-18;203.0;0.0;;932.4;0.0;625.0;10.2;6.7;14.1;53.8
St. Gallen;2015-03-19;198.0;0.0;;932.1;0.0;562.0;8.3;4.6;12.3;59.1
St. Gallen;2015-04-01;70.0;0.0;;930.3;4.7;47.0;1.9;-0.2;5.6;77.7
St. Gallen;2015-04-04;38.0;0.0;;921.9;21.4;0.0;2.0;-0.1;4.1;96.4
St. Gallen;2015-04-13;208.0;0.0;;939.2;0.0;477.0;12.9;8.9;17.4;55.1
St. Gallen;2015-04-14;273.0;0.0;;938.5;0.0;739.0;12.3;6.9;16.6;52.7
St. Gallen;2015-04-18;220.0;0.0;;929.7;0.0;412.0;5.3;2.0;8.6;70.2
St. Gallen;2015-04-21;300.0;0.0;;936.6;0.0;790.0;11.6;4.2;16.8;47.3
St. Gallen;2015-04-27;195.0;0.0;;913.0;61.6;331.0;13.4;6.8;18.2;70.2
St. Gallen;2015-04-28;51.0;0.0;;925.3;6.9;2.0;5.5;2.3;9.7;89.6
St. Gallen;2015-04-30;220.0;0.0;;926.2;6.5;370.0;9.2;6.7;13.5;67.8
St. Gallen;2015-05-01;55.0;0.0;;918.2;26.0;0.0;10.1;6.7;14.3;82.8
St. Gallen;2015-05-03;77.0;0.0;;920.8;27.8;0.0;13.8;9.0;17.5;84.9
St. Gallen;2015-05-05;147.0;0.0;;920.9;9.1;95.0;18.2;11.6;22.5;55.7
St. Gallen;2015-05-17;233.0;0.0;;933.9;0.0;322.0;12.9;10.0;16.6;72.4
St. Gallen;2015-05-22;120.0;0.0;;932.9;0.0;53.0;8.1;5.7;11.6;80.2
St. Gallen;2015-05-27;214.0;0.0;;932.4;0.0;361.0;8.5;4.8;12.2;71.6
St. Gallen;2015-05-31;297.0;0.0;;927.9;0.0;628.0;15.0;9.4;19.1;64.2
St. Gallen;2015-06-06;282.0;0.0;;934.3;0.0;569.0;21.8;17.4;26.1;59.5
St. Gallen;2015-06-07;356.0;0.0;;934.9;5.1;810.0;20.6;15.0;25.3;61.6
St. Gallen;2015-06-13;272.0;0.0;;924.1;0.0;422.0;19.1;16.2;22.5;67.1
St. Gallen;2015-06-17;290.0;0.0;;932.0;0.0;438.0;13.6;10.5;17.7;72.5
St. Gallen;2015-06-18;117.0;0.0;;929.6;16.7;6.0;13.8;11.2;16.2;79.2
St. Gallen;2015-06-21;129.0;0.0;;930.1;7.8;110.0;12.3;9.4;16.9;82.1
St. Gallen;2015-06-25;317.0;0.0;;933.6;0.0;738.0;16.0;11.2;20.9;59.0
St. Gallen;2015-07-09;173.0;0.0;;931.6;0.0;117.0;15.4;12.7;18.8;61.0
St. Gallen;2015-07-12;315.0;0.0;;930.6;0.0;726.0;21.5;17.2;24.8;49.8
St. Gallen;2015-07-14;324.0;0.0;;931.1;0.0;711.0;21.8;17.6;26.1;55.1
St. Gallen;2015-07-15;338.0;0.0;;931.4;0.0;849.0;21.2;17.0;25.4;59.4
St. Gallen;2015-07-16;323.0;0.0;;930.0;0.0;842.0;23.9;18.6;28.4;53.2
St. Gallen;2015-07-18;177.0;0.0;;930.6;0.5;378.0;21.9;19.1;25.0;58.5
St. Gallen;2015-07-19;289.0;0.0;;926.8;5.0;534.0;22.5;18.4;27.8;61.0
St. Gallen;2015-07-28;100.0;0.0;;923.6;2.2;48.0;15.7;11.7;17.9;64.8
St. Gallen;2015-07-29;76.0;0.0;;924.3;16.9;1.0;13.1;10.7;15.9;90.9
St. Gallen;2015-08-04;221.0;0.0;;929.1;0.7;525.0;20.5;16.9;24.8;66.7
St. Gallen;2015-08-09;189.0;0.0;;928.8;6.8;348.0;21.1;16.7;27.2;74.6
St. Gallen;2015-08-18;145.0;0.0;;926.6;15.9;117.0;13.9;10.5;17.1;80.5
St. Gallen;2015-08-20;257.0;0.0;;934.1;0.0;601.0;14.3;10.6;18.5;81.5
St. Gallen;2015-08-30;263.0;0.0;;931.8;0.0;760.0;24.5;21.3;28.0;54.5
St. Gallen;2015-09-02;111.0;0.0;;927.5;0.1;16.0;13.7;11.7;15.9;86.1
St. Gallen;2015-09-07;245.0;0.0;;935.4;0.0;675.0;9.8;6.0;13.6;68.0
St. Gallen;2015-09-14;77.0;0.0;;920.7;15.4;99.0;13.0;10.6;17.0;83.9
St. Gallen;2015-09-15;69.0;0.0;;921.5;0.2;23.0;12.3;10.4;14.5;77.4
St. Gallen;2015-09-20;127.0;0.0;;933.6;1.4;215.0;10.6;8.1;13.9;84.4
St. Gallen;2015-09-21;196.0;0.0;;926.9;0.0;478.0;10.6;5.8;15.1;82.3
St. Gallen;2015-09-22;81.0;0.0;;919.6;14.3;38.0;12.3;7.8;15.5;74.3
St. Gallen;2015-09-24;117.0;0.0;;930.9;0.0;217.0;8.9;6.7;12.4;82.7
St. Gallen;2015-09-27;123.0;0.0;;935.5;0.0;183.0;10.0;7.1;14.5;81.0
St. Gallen;2015-09-30;115.0;0.0;;935.6;0.0;178.0;7.0;4.1;11.4;79.8
St. Gallen;2015-10-10;17.0;0.0;;924.5;0.5;0.0;8.4;7.4;9.3;98.8
St. Gallen;2015-10-12;93.0;0.0;;924.4;0.2;154.0;6.1;4.5;9.0;96.0
St. Gallen;2015-10-15;14.0;0.0;;922.6;6.5;0.0;2.7;1.9;3.5;96.8
St. Gallen;2015-10-26;42.0;0.0;;929.3;0.1;50.0;6.7;4.3;8.9;98.3
St. Gallen;2015-10-31;28.0;0.0;;936.1;0.3;0.0;6.8;5.7;7.8;99.3
St. Gallen;2015-11-06;83.0;0.0;;935.7;0.0;244.0;12.6;8.5;15.8;67.4
St. Gallen;2015-11-08;102.0;0.0;;938.9;0.0;470.0;14.5;11.6;17.3;62.2
St. Gallen;2015-11-09;79.0;0.0;;939.0;0.0;218.0;15.1;11.4;18.3;57.3
St. Gallen;2015-11-12;92.0;0.0;;936.5;0.0;422.0;6.8;4.0;10.1;80.4
St. Gallen;2015-11-24;86.0;0.0;;929.5;1.3;400.0;-2.2;-6.3;2.2;68.3
St. Gallen;2015-11-29;19.0;6.0;;932.3;0.0;0.0;4.2;0.6;7.6;68.9
St. Gallen;2015-12-07;69.0;0.0;;941.5;0.0;364.0;6.6;3.9;9.6;70.3
St. Gallen;2015-12-14;64.0;0.0;;931.7;0.0;347.0;3.5;-0.1;7.8;78.9
St. Gallen;2015-12-18;33.0;0.0;;935.6;0.1;61.0;9.5;6.1;12.2;67.5
St. Gallen;2015-12-20;62.0;0.0;;933.1;0.0;335.0;8.6;4.9;10.9;62.5
St. Gallen;2015-12-29;65.0;0.0;;936.9;0.0;343.0;6.1;2.6;9.1;59.4
St. Gallen;2016-01-06;42.0;0.0;;911.3;1.5;53.0;2.7;1.3;4.4;80.0
St. Gallen;2016-01-09;10.0;0.0;;914.2;7.7;0.0;6.1;4.4;7.6;84.6
St. Gallen;2016-01-13;16.0;1.0;;925.8;0.2;0.0;0.4;-1.1;1.0;71.5
St. Gallen;2016-01-17;33.0;13.0;;930.1;2.2;22.0;-4.7;-8.1;-2.3;85.8
St. Gallen;2016-01-19;17.0;17.0;;922.5;5.2;0.0;-3.4;-8.3;0.3;90.6
St. Gallen;2016-01-26;75.0;3.0;;937.9;0.0;309.0;9.4;6.0;13.3;51.0
St. Gallen;2016-01-28;43.0;0.0;;934.7;2.8;0.0;9.1;5.9;12.3;63.5
St. Gallen;2016-02-05;57.0;3.0;;935.7;1.1;158.0;3.5;1.8;6.8;88.1
St. Gallen;2016-02-12;93.0;1.0;;909.6;1.6;280.0;1.3;-1.4;5.0;73.8
St. Gallen;2016-02-19;35.0;2.0;;929.9;0.9;0.0;0.3;-1.5;2.4;80.9
St. Gallen;2016-02-23;44.0;0.0;;923.6;14.2;0.0;4.2;-2.2;7.7;83.0
St. Gallen;2016-02-26;91.0;12.0;;918.9;0.0;66.0;-1.2;-3.2;0.4;90.8
St. Gallen;2016-03-03;83.0;7.0;;914.2;9.2;66.0;-0.2;-1.7;2.0;80.7
St. Gallen;2016-03-06;143.0;16.0;;912.9;0.9;286.0;0.0;-1.7;2.6;78.8
St. Gallen;2016-03-09;194.0;14.0;;918.1;0.0;580.0;-1.1;-5.0;2.7;78.2
St. Gallen;2016-03-20;156.0;2.0;;926.2;0.0;324.0;2.5;-0.8;7.1;89.6
St. Gallen;2016-03-27;76.0;0.0;;923.8;1.3;46.0;7.4;2.8;12.5;60.2
St. Gallen;2016-04-07;39.0;0.0;;922.8;9.9;0.0;5.9;1.1;9.0;80.1
St. Gallen;2016-04-16;148.0;0.0;;917.3;10.0;313.0;10.1;6.5;15.2;80.2
St. Gallen;2016-04-17;50.0;0.0;;920.9;30.5;3.0;7.4;4.6;10.3;91.8
St. Gallen;2016-04-20;303.0;0.0;;934.7;0.0;774.0;8.1;2.0;14.4;71.0
St. Gallen;2016-04-22;235.0;0.0;;925.6;0.0;449.0;13.2;9.5;17.0;60.9
St. Gallen;2016-04-29;318.0;0.0;;926.7;0.0;807.0;7.0;0.9;11.7;57.7
St. Gallen;2016-05-02;98.0;0.0;;930.7;0.0;11.0;7.2;4.0;11.3;86.3
St. Gallen;2016-05-04;295.0;0.0;;934.9;0.0;595.0;7.3;3.2;11.9;66.1
St. Gallen;2016-05-09;262.0;0.0;;923.1;0.0;458.0;16.7;11.4;20.4;44.7
St. Gallen;2016-05-10;194.0;0.0;;920.8;0.0;225.0;16.3;12.1;19.7;54.2
St. Gallen;2016-05-11;136.0;0.0;;914.3;0.7;218.0;14.2;10.5;18.5;71.0
St. Gallen;2016-05-12;48.0;0.0;;911.3;58.6;0.0;9.2;7.1;13.2;87.3
St. Gallen;2016-05-13;56.0;0.0;;912.4;35.7;0.0;9.3;7.2;11.0;93.1
St. Gallen;2016-05-23;77.0;0.0;;924.9;24.1;0.0;6.2;3.9;11.2;89.5
St. Gallen;2016-06-01;229.0;0.0;;924.9;9.3;311.0;13.2;10.3;18.3;82.3
St. Gallen;2016-06-05;132.0;0.0;;928.0;0.4;50.0;14.0;11.7;16.6;86.7
St. Gallen;2016-06-06;290.0;0.0;;930.1;0.0;439.0;16.6;11.6;21.9;76.8
St. Gallen;2016-06-08;106.0;0.0;;930.2;36.3;14.0;14.5;12.4;16.5;85.3
St. Gallen;2016-06-10;360.0;0.0;;924.0;4.3;819.0;15.6;9.7;20.0;60.3
St. Gallen;2016-06-12;182.0;0.0;;923.0;1.4;101.0;14.0;12.3;17.8;76.5
St. Gallen;2016-06-21;144.0;0.0;;934.1;0.5;56.0;14.7;11.5;18.3;91.2
St. Gallen;2016-06-23;367.0;0.0;;932.4;0.0;922.0;23.0;16.2;28.0;66.3
St. Gallen;2016-06-24;327.0;0.0;;929.9;0.7;716.0;23.7;17.5;28.0;61.7
St. Gallen;2016-06-27;247.0;0.0;;932.3;0.0;423.0;15.2;11.8;19.8;67.6
St. Gallen;2016-07-04;352.0;0.0;;931.7;0.0;848.0;17.0;11.9;21.4;68.1
St. Gallen;2016-07-05;294.0;0.0;;929.6;0.0;599.0;19.2;15.4;23.4;67.2
St. Gallen;2016-07-11;213.0;0.0;;926.7;21.5;381.0;22.5;16.9;27.4;66.1
St. Gallen;2016-07-19;343.0;0.0;;932.3;0.0;882.0;21.6;16.8;26.3;60.6
St. Gallen;2016-07-31;116.0;0.0;;927.2;16.2;62.0;17.7;13.9;21.2;78.3
St. Gallen;2016-08-04;297.0;0.0;;925.9;54.3;668.0;19.9;13.5;25.7;67.6
St. Gallen;2016-08-07;311.0;0.0;;938.2;0.0;826.0;16.9;12.5;21.3;72.7
St. Gallen;2016-08-08;308.0;0.0;;933.4;6.6;791.0;19.7;14.2;24.7;64.9
St. Gallen;2016-08-11;240.0;0.0;;934.5;0.0;501.0;11.8;7.2;16.3;71.5
St. Gallen;2016-08-13;301.0;0.0;;935.7;0.0;820.0;17.8;12.6;23.2;72.1
St. Gallen;2016-08-16;258.0;0.0;;927.8;0.0;657.0;19.8;16.1;24.1;75.6
St. Gallen;2016-08-18;131.0;0.0;;923.7;20.7;182.0;16.8;13.8;21.6;79.3
St. Gallen;2016-08-19;210.0;0.0;;924.8;0.0;331.0;17.5;14.0;20.7;80.5
St. Gallen;2016-08-25;274.0;0.0;;930.7;0.0;777.0;20.3;14.2;25.0;82.1
St. Gallen;2016-08-31;245.0;0.0;;932.2;0.0;695.0;18.3;13.6;22.9;83.0
St. Gallen;2016-09-04;109.0;0.0;;929.8;24.1;131.0;18.1;13.9;22.4;69.1
St. Gallen;2016-09-06;224.0;0.0;;935.6;0.0;602.0;14.7;10.9;18.9;74.1
St. Gallen;2016-09-18;65.0;0.0;;924.5;26.6;0.0;11.9;10.9;13.4;91.5
St. Gallen;2016-09-26;180.0;0.0;;932.1;0.2;537.0;14.4;11.5;17.8;82.3
St. Gallen;2016-10-12;127.0;0.0;;925.4;0.0;363.0;4.2;2.0;8.4;85.4
St. Gallen;2016-10-14;48.0;0.0;;917.5;0.1;28.0;8.0;3.4;19.9;84.5
St. Gallen;2016-10-17;78.0;0.0;;933.6;12.8;35.0;12.0;9.4;15.5;80.5
St. Gallen;2016-10-23;44.0;0.0;;922.2;6.7;30.0;6.3;3.0;10.4;90.8
St. Gallen;2016-10-24;94.0;0.0;;925.1;3.4;261.0;11.7;5.7;19.6;77.1
St. Gallen;2016-10-28;122.0;0.0;;942.5;0.0;474.0;6.3;2.9;10.9;83.5
St. Gallen;2016-11-04;104.0;0.0;;925.0;0.0;431.0;6.4;0.8;11.3;69.7
St. Gallen;2016-11-06;11.0;0.0;;913.3;9.5;0.0;2.2;0.2;6.0;92.7
St. Gallen;2016-11-16;32.0;0.0;;932.4;4.2;0.0;7.4;4.2;9.2;82.4
St. Gallen;2016-11-18;33.0;0.0;;919.4;6.6;22.0;9.0;4.4;13.1;66.2
St. Gallen;2016-11-24;41.0;0.0;;923.9;0.0;12.0;9.7;3.5;16.5;66.4
St. Gallen;2016-11-29;44.0;0.0;;936.6;0.0;118.0;-3.8;-5.7;-1.9;79.9
St. Gallen;2016-12-03;16.0;0.0;;928.7;0.0;0.0;-0.2;-1.3;1.0;90.5
St. Gallen;2016-12-07;56.0;0.0;;941.0;0.0;96.0;-1.0;-5.1;3.7;80.8
St. Gallen;2016-12-08;70.0;0.0;;941.9;0.0;359.0;5.9;-2.9;10.9;35.3
St. Gallen;2016-12-09;65.0;0.0;;940.4;0.0;339.0;6.6;2.8;9.7;31.9
St. Gallen;2016-12-14;64.0;0.0;;933.3;0.0;341.0;3.6;0.4;6.6;54.3
St. Gallen;2016-12-18;35.0;0.0;;940.7;3.0;1.0;0.4;-1.5;3.3;89.9
St. Gallen;2016-12-26;58.0;0.0;;940.3;2.7;271.0;6.8;3.9;11.2;79.4
St. Gallen;2017-01-01;72.0;0.0;;930.6;0.0;361.0;-0.1;-6.2;4.9;57.2
St. Gallen;2017-01-03;57.0;9.0;;933.4;0.1;156.0;-3.0;-4.5;-0.7;83.7
St. Gallen;2017-01-06;56.0;15.0;;941.7;0.0;102.0;-9.1;-11.2;-7.0;89.1
St. Gallen;2017-01-16;32.0;25.0;;928.9;2.0;6.0;-5.8;-7.0;-4.6;88.4
St. Gallen;2017-01-18;52.0;21.0;;935.6;0.0;80.0;-8.2;-10.4;-6.3;79.7
St. Gallen;2017-01-30;31.0;6.0;;926.8;7.4;0.0;3.8;0.7;6.7;70.8
St. Gallen;2017-02-05;35.0;0.0;;913.7;6.7;0.0;2.4;-0.2;8.1;67.3
St. Gallen;2017-02-16;137.0;0.0;;939.9;0.1;518.0;6.7;3.3;9.8;55.0
St. Gallen;2017-02-19;143.0;0.0;;932.7;0.0;442.0;3.8;0.2;8.6;68.7
St. Gallen;2017-02-22;67.0;0.0;;926.6;0.0;68.0;8.0;6.0;11.1;77.3
St. Gallen;2017-02-28;59.0;1.0;;910.6;8.1;62.0;3.6;0.4;11.3;76.3
St. Gallen;2017-03-09;24.0;0.0;;931.7;18.3;0.0;7.4;6.7;8.0;91.7
St. Gallen;2017-03-25;159.0;0.0;;930.0;0.0;370.0;6.3;4.0;10.1;86.4
St. Gallen;2017-03-26;118.0;0.0;;929.7;0.0;61.0;5.7;1.9;10.0;77.7
St. Gallen;2017-03-27;241.0;0.0;;931.2;0.0;704.0;7.2;-0.1;12.9;69.5
St. Gallen;2017-03-28;230.0;0.0;;933.9;0.0;640.0;11.1;6.9;15.4;60.0
St. Gallen;2017-03-30;236.0;0.0;;935.1;0.0;679.0;12.0;6.8;17.0;61.0
St. Gallen;2017-04-05;134.0;0.0;;931.4;0.0;128.0;7.4;4.8;10.9;78.1
St. Gallen;2017-04-08;267.0;0.0;;932.6;0.0;741.0;10.1;4.1;15.6;65.8
St. Gallen;2017-04-21;304.0;0.0;;938.2;0.0;786.0;4.2;-2.7;9.7;50.8
St. Gallen;2017-04-30;332.0;7.0;;920.6;0.0;798.0;8.3;1.7;14.2;53.7
St. Gallen;2017-05-01;56.0;3.0;;922.9;11.8;0.0;4.8;2.7;11.2;80.0
St. Gallen;2017-05-09;175.0;0.0;;926.1;0.0;91.0;5.8;3.3;9.3;77.6
St. Gallen;2017-05-22;347.0;0.0;;929.1;0.0;876.0;15.2;8.7;20.5;63.1
St. Gallen;2017-06-02;251.0;0.0;;929.5;0.5;477.0;17.5;14.2;22.2;75.0
St. Gallen;2017-06-03;308.0;0.0;;926.0;10.6;654.0;18.2;13.9;23.5;71.9
St. Gallen;2017-06-07;277.0;0.0;;930.0;0.0;507.0;10.8;7.0;14.9;65.5
St. Gallen;2017-06-09;206.0;0.0;;927.8;5.9;323.0;17.3;12.9;20.9;55.6
St. Gallen;2017-06-12;166.0;0.0;;929.4;0.0;182.0;21.4;17.7;24.9;64.3
St. Gallen;2017-06-23;255.0;0.0;;929.8;1.0;337.0;25.2;22.1;29.7;54.4
St. Gallen;2017-07-08;283.0;0.0;;930.1;15.1;545.0;23.1;16.5;29.3;59.4
St. Gallen;2017-07-14;140.0;0.0;;929.4;6.9;86.0;15.4;12.7;19.3;79.9
St. Gallen;2017-07-25;109.0;0.0;;923.2;18.6;28.0;11.8;10.6;14.6;86.8
St. Gallen;2017-08-10;30.0;0.0;;930.1;11.5;1.0;11.0;8.6;14.2;93.6
St. Gallen;2017-08-19;127.0;0.0;;931.4;0.5;104.0;15.1;13.3;18.3;80.9
St. Gallen;2017-08-27;159.0;0.0;;930.1;0.0;277.0;21.5;18.6;24.5;57.4
St. Gallen;2017-09-06;89.0;0.0;;930.8;3.6;64.0;15.9;12.9;18.4;76.8
St. Gallen;2017-09-07;142.0;0.0;;929.2;0.0;173.0;12.7;10.3;15.4;73.1
St. Gallen;2017-09-09;49.0;0.0;;916.2;15.0;13.0;11.6;8.6;14.4;80.5
St. Gallen;2017-09-11;116.0;0.0;;918.0;1.2;199.0;11.7;8.3;15.6;71.3
St. Gallen;2017-09-15;167.0;0.0;;925.1;0.0;348.0;9.1;5.6;12.1;69.6
St. Gallen;2017-09-19;65.0;0.0;;928.7;3.9;31.0;7.8;6.2;11.0;83.9
St. Gallen;2017-09-23;194.0;0.0;;931.9;0.0;556.0;12.4;9.1;15.8;78.1
St. Gallen;2017-09-26;158.0;0.0;;931.6;0.4;408.0;12.5;9.5;15.7;78.3
St. Gallen;2017-10-07;160.0;0.0;;932.5;1.9;412.0;8.4;5.0;12.0;71.1
St. Gallen;2017-10-13;163.0;0.0;;937.9;0.0;578.0;12.7;9.9;16.0;79.2
St. Gallen;2017-10-21;71.0;0.0;;928.8;6.6;45.0;14.6;7.7;17.3;67.6
St. Gallen;2017-10-25;127.0;0.0;;935.6;0.0;450.0;12.9;8.7;17.1;67.0
St. Gallen;2017-10-27;25.0;0.0;;935.7;6.6;37.0;10.0;4.3;16.2;79.6
St. Gallen;2017-11-04;94.0;0.0;;923.6;0.0;314.0;11.5;6.6;15.4;63.5
St. Gallen;2017-11-09;14.0;0.0;;931.4;0.0;0.0;3.5;2.8;4.1;93.8
St. Gallen;2017-11-10;22.0;0.0;;930.9;8.1;0.0;4.0;3.1;5.0;82.8
St. Gallen;2017-11-12;26.0;0.0;;915.8;17.8;5.0;5.7;0.1;9.1;87.2
St. Gallen;2017-11-13;16.0;2.0;;923.7;8.8;0.0;0.1;-0.5;1.0;94.3
St. Gallen;2017-11-30;36.0;6.0;;916.2;0.3;3.0;-1.5;-2.3;-0.8;79.8
St. Gallen;2017-12-06;30.0;5.0;;940.8;0.0;0.0;-2.0;-4.0;-1.1;99.3
St. Gallen;2017-12-09;42.0;8.0;;925.1;0.3;122.0;-3.7;-6.1;-2.1;77.5
St. Gallen;2017-12-11;15.0;2.0;;898.4;9.0;0.0;5.9;2.0;11.8;72.2
St. Gallen;2017-12-12;27.0;0.0;;919.3;1.3;0.0;0.5;-1.1;3.6;84.4
St. Gallen;2017-12-16;15.0;11.0;;919.8;6.0;0.0;-0.4;-1.9;0.5;88.1
St. Gallen;2017-12-18;19.0;16.0;;931.8;4.3;0.0;-1.9;-3.6;-0.2;86.7
St. Gallen;2017-12-25;68.0;4.0;;929.7;0.0;339.0;0.8;-4.7;7.4;73.1
St. Gallen;2018-01-02;23.0;0.0;;925.0;0.6;30.0;2.6;0.5;4.7;71.3
St. Gallen;2018-01-08;33.0;0.0;;926.0;0.0;72.0;3.5;0.6;14.0;85.9
St. Gallen;2018-01-16;17.0;0.0;;913.1;22.8;2.0;4.3;1.4;7.6;80.2
St. Gallen;2018-01-21;13.0;0.0;;922.6;14.5;0.0;1.1;-1.0;4.7;87.0
St. Gallen;2018-01-28;47.0;0.0;;944.3;0.0;2.0;5.3;1.8;8.6;73.6
St. Gallen;2018-02-01;26.0;0.0;;915.2;11.0;0.0;1.2;-0.9;6.0;84.0
St. Gallen;2018-02-10;37.0;3.0;;925.0;0.0;0.0;-1.3;-2.1;-0.3;80.7
St. Gallen;2018-02-12;89.0;6.0;;923.7;5.7;180.0;-1.9;-5.6;0.8;82.1
St. Gallen;2018-02-20;17.0;4.0;;922.5;0.8;0.0;-3.4;-4.4;-2.4;92.3
St. Gallen;2018-02-22;16.0;5.0;;920.0;0.0;0.0;-4.3;-5.3;-3.6;88.2
St. Gallen;2018-02-26;41.0;4.0;;923.6;0.0;0.0;-12.0;-12.9;-10.8;53.2
St. Gallen;2018-02-27;83.0;4.0;;920.1;0.0;58.0;-11.8;-13.6;-10.1;65.6
St. Gallen;2018-02-28;158.0;4.0;;918.9;0.0;;-10.1;-15.0;-6.1;63.9
St. Gallen;2018-03-12;88.0;0.0;;910.9;4.2;;7.1;4.5;9.8;75.4
St. Gallen;2018-03-14;174.0;0.0;;920.1;0.0;;5.2;2.4;8.4;71.5
St. Gallen;2018-03-16;96.0;0.0;;913.0;0.1;;6.2;2.9;9.2;70.3
St. Gallen;2018-03-17;39.0;0.0;;906.3;11.3;;1.9;-2.5;5.3;92.9
St. Gallen;2018-03-24;238.0;0.0;;910.5;0.0;;3.1;-2.3;7.4;58.3
St. Gallen;2018-03-27;179.0;0.0;;923.8;2.5;;4.2;0.6;8.3;72.2
St. Gallen;2018-04-04;;0.0;;918.1;0.6;;11.1;5.7;18.9;51.8
St. Gallen;2018-04-05;;0.0;;926.0;1.0;;7.4;3.8;11.2;70.0
St. Gallen;2018-04-07;;0.0;;923.6;0.0;;12.2;4.1;18.6;49.8
