Station/Location;Datum;"Globalstrahlung; Tagesmittel";"Gesamtschneehöhe; Morgenmessung von 6 UTC";"Gesamtbewölkung; Tagesmittel";"Luftdruck auf Stationshöhe (QFE); Tagesmittel";"Niederschlag; Tagessumme 6 UTC - 6 UTC Folgetag";"Sonnenscheindauer; Tagessumme";"Lufttemperatur 2 m über Boden; Tagesmittel";"Lufttemperatur 2 m über Boden; Tagesminimum";"Lufttemperatur 2 m über Boden; Tagesmaximum";"Relative Luftfeuchtigkeit 2 m über Boden; Tagesmittel"
St. Gallen;2021-04-25;304.0;0.0;;929.0;0.0;739.0;9.9;5.6;14.8;50.2
St. Gallen;2021-04-26;277.0;0.0;;923.2;0.0;633.0;7.7;2.8;13.6;55.9
St. Gallen;2021-04-29;84.0;0.0;;919.2;3.3;0.0;8.9;6.8;11.1;78.7
St. Gallen;2021-05-11;93.0;0.0;;920.4;27.8;33.0;9.9;7.2;15.1;87.4
St. Gallen;2021-05-15;187.0;0.0;;920.3;12.2;321.0;8.4;5.0;12.6;74.3
St. Gallen;2021-05-20;187.0;0.0;;931.4;0.3;266.0;8.0;4.3;12.3;77.4
St. Gallen;2021-05-25;286.0;0.0;;930.3;0.0;477.0;9.4;5.6;13.5;54.3
St. Gallen;2021-05-28;361.0;0.0;;931.1;0.0;888.0;11.6;5.5;16.9;63.9
St. Gallen;2021-06-12;303.0;0.0;;932.7;0.0;614.0;20.0;15.1;24.4;60.2
St. Gallen;2021-06-16;333.0;0.0;;927.5;0.0;744.0;21.6;16.6;26.2;47.2
St. Gallen;2021-06-17;356.0;0.0;;926.8;0.0;868.0;24.0;19.1;28.0;50.3
St. Gallen;2021-06-18;317.0;0.0;;927.4;0.5;731.0;23.3;19.3;27.5;59.7
St. Gallen;2021-06-19;303.0;0.0;;927.2;0.0;698.0;23.2;18.5;27.6;70.5
St. Gallen;2021-06-21;317.0;0.0;;922.3;2.3;660.0;18.6;14.7;23.8;72.3
St. Gallen;2021-07-05;146.0;0.0;;925.4;0.0;166.0;16.9;13.7;19.8;72.4
St. Gallen;2021-07-12;307.0;0.0;;922.9;5.8;675.0;18.5;12.7;24.0;74.5
St. Gallen;2021-07-20;303.0;0.0;;930.3;0.0;647.0;18.0;14.4;22.5;75.2
St. Gallen;2021-07-24;188.0;0.0;;923.8;13.9;270.0;18.7;14.9;22.7;75.8
St. Gallen;2021-07-27;238.0;0.0;;927.1;9.7;446.0;17.8;12.9;21.9;79.0
St. Gallen;2021-07-28;88.0;0.0;;927.9;6.2;37.0;16.0;13.9;19.1;88.5
St. Gallen;2021-08-01;63.0;0.0;;924.2;15.0;0.0;12.2;11.0;13.8;92.9
St. Gallen;2021-08-02;245.0;0.0;;927.7;0.2;350.0;14.3;9.5;19.2;73.3
St. Gallen;2021-08-08;77.0;0.0;;927.7;0.0;17.0;13.9;12.4;15.5;80.6
St. Gallen;2021-08-09;251.0;0.0;;931.3;0.0;477.0;16.1;12.4;20.6;69.2
St. Gallen;2021-08-11;284.0;0.0;;931.9;0.0;700.0;20.4;15.6;25.4;70.4
St. Gallen;2021-08-14;282.0;0.0;;933.1;0.0;737.0;23.0;18.8;27.2;74.5
St. Gallen;2021-08-18;179.0;0.0;;930.3;0.0;256.0;14.4;11.5;18.3;76.7
St. Gallen;2021-09-01;241.0;0.0;;935.1;0.0;561.0;13.2;9.2;18.1;81.4
St. Gallen;2021-09-05;250.0;0.0;;931.3;0.0;716.0;17.0;13.3;21.5;68.8
St. Gallen;2021-09-11;187.0;0.0;;930.8;39.7;356.0;16.2;13.6;20.2;82.8
St. Gallen;2021-09-12;115.0;0.0;;929.8;0.0;145.0;15.3;13.2;18.5;90.1
St. Gallen;2021-09-15;98.0;0.0;;927.4;36.4;47.0;17.6;15.7;20.6;84.5
St. Gallen;2021-09-27;147.0;0.0;;931.1;1.2;369.0;15.2;11.9;18.3;80.9
St. Gallen;2021-10-06;88.0;0.0;;931.7;1.6;130.0;7.9;5.7;10.2;81.5
St. Gallen;2021-10-07;84.0;0.0;;935.2;0.2;84.0;7.4;5.7;10.5;86.3
St. Gallen;2021-10-10;45.0;0.0;;934.7;0.0;114.0;4.6;2.7;6.6;93.6
St. Gallen;2021-10-11;152.0;0.0;;934.6;0.0;511.0;5.7;1.5;10.3;83.1
St. Gallen;2021-10-18;148.0;0.0;;934.5;0.0;528.0;9.2;5.0;13.5;72.6
St. Gallen;2021-10-19;53.0;0.0;;935.2;0.0;0.0;13.0;7.6;16.2;53.6
St. Gallen;2021-10-29;79.0;0.0;;924.3;0.0;246.0;6.6;3.7;10.3;82.8
St. Gallen;2021-11-01;10.0;0.0;;916.8;13.0;0.0;8.1;5.6;13.3;79.8
St. Gallen;2021-11-03;35.0;0.0;;911.8;9.3;12.0;4.0;1.6;7.2;88.0
St. Gallen;2021-11-05;52.0;0.0;;932.0;0.0;40.0;3.8;1.3;5.9;79.1
St. Gallen;2021-11-12;70.0;0.0;;928.3;0.0;162.0;3.5;0.5;7.1;96.0
St. Gallen;2021-11-24;14.0;0.0;;927.5;0.0;0.0;0.3;-0.8;1.2;95.4
St. Gallen;2021-12-01;34.0;4.0;;916.3;4.9;62.0;4.5;2.5;9.1;76.3
St. Gallen;2021-12-14;47.0;24.0;;937.1;0.0;37.0;1.1;-2.5;6.6;93.4
St. Gallen;2021-12-16;16.0;15.0;;943.1;0.0;0.0;-0.8;-1.5;-0.1;96.4
St. Gallen;2021-12-19;45.0;7.0;;936.6;0.0;56.0;-2.6;-4.2;-0.4;98.7
St. Gallen;2021-12-23;61.0;6.0;;926.3;0.3;239.0;2.6;-8.5;8.6;53.8
St. Gallen;2021-12-27;49.0;0.0;;915.2;1.6;221.0;5.4;3.3;6.6;81.6
St. Gallen;2021-12-28;18.0;0.0;;914.6;3.6;7.0;6.7;4.3;10.0;76.3
St. Gallen;2022-01-09;32.0;2.0;;915.1;20.3;50.0;0.8;-0.9;4.4;84.5
St. Gallen;2022-01-16;80.0;13.0;;936.0;0.9;320.0;1.0;-2.3;4.2;62.4
St. Gallen;2022-01-18;65.0;9.0;;942.0;0.0;180.0;0.1;-1.5;1.9;87.8
St. Gallen;2022-01-23;72.0;7.0;;940.4;0.0;156.0;-0.9;-3.8;1.2;90.4
St. Gallen;2022-01-28;72.0;3.0;;942.0;0.0;139.0;1.0;-0.7;3.0;83.8
St. Gallen;2022-01-29;76.0;3.0;;939.4;1.7;264.0;4.0;-0.5;7.2;48.1
St. Gallen;2022-02-07;38.0;1.0;;932.6;0.7;33.0;1.0;-1.2;5.4;71.4
St. Gallen;2022-02-08;105.0;0.0;;940.9;0.0;324.0;3.2;-0.4;7.5;49.3
St. Gallen;2022-02-14;84.0;0.0;;920.0;3.7;140.0;4.8;2.3;7.9;51.1
St. Gallen;2022-02-15;29.0;0.0;;925.1;2.4;19.0;2.3;1.3;3.3;84.1
St. Gallen;2022-02-20;114.0;0.0;;928.4;0.0;248.0;5.3;2.1;8.7;59.1
St. Gallen;2022-03-02;126.0;0.0;;930.4;0.0;218.0;2.2;-1.4;5.6;48.2
St. Gallen;2022-03-06;147.0;0.0;;926.9;0.0;390.0;-2.4;-5.2;1.4;73.7
St. Gallen;2022-03-11;180.0;0.0;;927.1;0.0;475.0;4.8;-1.9;10.2;49.4
St. Gallen;2022-03-16;127.0;0.0;;932.4;0.0;167.0;8.7;4.5;11.8;74.9
St. Gallen;2022-04-03;105.0;24.0;;926.8;0.5;25.0;-2.3;-4.2;-0.9;86.9
St. Gallen;2022-04-11;271.0;0.0;;926.3;0.0;681.0;7.2;-0.3;13.2;50.0
St. Gallen;2022-04-15;147.0;0.0;;933.4;0.0;213.0;12.4;9.3;15.9;75.9
St. Gallen;2022-04-17;296.0;0.0;;932.0;0.0;776.0;5.3;-0.3;11.8;61.0
St. Gallen;2022-04-19;289.0;0.0;;922.3;0.0;665.0;9.9;5.6;14.6;48.4
St. Gallen;2022-04-23;134.0;0.0;;911.3;0.0;42.0;9.4;4.9;15.4;75.6
St. Gallen;2022-04-24;112.0;0.0;;913.5;20.8;15.0;7.8;5.7;14.1;77.1
St. Gallen;2022-04-25;129.0;0.0;;921.0;3.0;64.0;8.5;6.1;11.9;81.4
St. Gallen;2022-04-27;288.0;0.0;;931.2;0.0;649.0;8.0;4.5;12.9;75.0
St. Gallen;2022-04-28;320.0;0.0;;934.9;0.0;820.0;9.5;3.3;15.3;65.3
St. Gallen;2022-05-08;119.0;0.0;;931.9;0.0;43.0;11.4;8.9;15.7;87.9
St. Gallen;2022-05-12;305.0;0.0;;931.3;0.2;610.0;19.4;16.0;23.8;50.8
St. Gallen;2022-05-18;336.0;0.0;;932.9;0.0;851.0;18.6;13.1;24.4;58.8
St. Gallen;2022-05-20;327.0;0.0;;932.7;20.9;781.0;22.8;17.6;28.0;51.3
St. Gallen;2022-05-24;69.0;0.0;;922.2;8.4;0.0;11.6;9.6;14.7;87.3
St. Gallen;2022-05-25;201.0;0.0;;929.0;0.0;191.0;12.8;9.4;16.8;74.7
St. Gallen;2022-05-27;344.0;0.0;;933.0;0.2;719.0;15.7;10.1;21.1;66.9
St. Gallen;2022-05-28;205.0;0.0;;928.7;0.0;250.0;11.7;8.5;14.8;66.6
St. Gallen;2022-05-29;214.0;0.0;;922.1;6.8;337.0;8.7;6.2;13.7;73.2
St. Gallen;2022-05-30;340.0;0.0;;921.9;0.0;723.0;10.5;4.9;15.5;62.7
St. Gallen;2022-05-31;155.0;0.0;;924.8;1.8;137.0;13.8;9.4;20.1;64.7
St. Gallen;2022-06-03;177.0;0.0;;928.3;16.7;367.0;17.1;13.9;21.6;78.0
St. Gallen;2022-06-05;138.0;0.0;;928.4;26.6;143.0;16.5;13.5;20.9;80.5
St. Gallen;2022-06-08;255.0;0.0;;923.7;26.6;498.0;13.8;9.5;19.5;76.0
St. Gallen;2022-06-10;361.0;0.0;;934.4;0.0;855.0;14.3;8.3;19.2;68.1
St. Gallen;2022-06-15;309.0;0.0;;929.4;1.2;597.0;21.8;14.7;27.2;53.7
St. Gallen;2022-06-29;233.0;0.0;;926.6;0.0;365.0;18.6;14.7;22.2;76.5
St. Gallen;2022-07-05;240.0;0.0;;932.6;3.1;400.0;18.0;13.9;22.2;73.4
St. Gallen;2022-07-08;331.0;0.0;;939.0;0.0;681.0;15.4;12.2;19.4;65.9
St. Gallen;2022-07-09;344.0;0.0;;936.6;0.0;778.0;16.3;11.2;20.8;62.6
St. Gallen;2022-07-14;317.0;0.0;;931.1;0.0;696.0;24.6;18.0;29.6;42.4
St. Gallen;2022-07-17;345.0;0.0;;935.6;0.0;876.0;19.4;13.3;25.1;51.6
St. Gallen;2022-07-21;192.0;0.0;;933.3;0.0;308.0;20.2;17.8;23.9;74.0
St. Gallen;2022-07-25;314.0;0.0;;926.8;12.9;729.0;25.3;19.5;31.5;53.4
St. Gallen;2022-08-01;297.0;0.0;;930.3;13.0;623.0;21.1;15.8;27.0;60.5
St. Gallen;2022-08-14;262.0;0.0;;922.1;2.2;567.0;19.7;13.5;25.8;57.0
St. Gallen;2022-08-15;197.0;0.0;;922.0;28.7;387.0;17.3;13.4;23.0;74.9
St. Gallen;2022-08-18;70.0;0.0;;924.8;31.6;17.0;15.6;13.6;18.0;90.3
St. Gallen;2022-09-02;215.0;0.0;;926.2;0.0;403.0;14.9;10.8;19.5;83.1
St. Gallen;2022-09-07;195.0;0.0;;927.3;13.6;317.0;18.4;14.4;22.5;75.7
St. Gallen;2022-09-20;162.0;0.0;;932.7;0.0;330.0;8.5;5.3;11.6;76.8
St. Gallen;2022-09-21;224.0;0.0;;932.8;0.0;683.0;8.5;4.6;13.7;75.3
St. Gallen;2022-09-23;183.0;0.0;;928.2;2.8;527.0;12.6;7.8;17.8;72.8
St. Gallen;2022-09-25;45.0;0.0;;923.5;14.6;0.0;10.1;8.8;12.1;93.0
St. Gallen;2022-09-26;124.0;0.0;;919.3;4.8;135.0;10.1;8.6;13.0;75.2
St. Gallen;2022-10-21;30.0;0.0;;925.9;20.0;0.0;13.2;11.8;15.8;86.7
St. Gallen;2022-10-25;125.0;0.0;;930.4;0.8;475.0;12.5;9.9;14.8;78.2
St. Gallen;2022-11-01;54.0;0.0;;932.0;0.0;38.0;13.0;9.6;14.9;72.2
St. Gallen;2022-11-04;64.0;0.0;;920.2;4.8;69.0;7.1;5.1;9.6;75.8
St. Gallen;2022-11-05;27.0;0.0;;929.0;5.2;24.0;4.7;2.3;7.6;90.5
St. Gallen;2022-11-13;22.0;0.0;;930.6;0.2;0.0;3.3;1.0;5.4;99.6
St. Gallen;2022-11-15;58.0;0.0;;921.0;3.8;150.0;9.5;5.8;14.4;62.2
St. Gallen;2022-11-19;55.0;0.0;;920.8;0.1;132.0;4.6;2.5;6.5;79.7
St. Gallen;2022-12-02;13.0;0.0;;926.2;0.0;0.0;0.3;-1.3;2.0;91.6
St. Gallen;2022-12-05;15.0;0.0;;927.6;1.7;0.0;1.7;-0.6;3.3;84.8
St. Gallen;2022-12-14;22.0;10.0;;910.6;5.9;14.0;1.1;-5.7;8.0;93.6
St. Gallen;2022-12-17;22.0;9.0;;931.1;0.0;0.0;-4.5;-5.3;-3.9;98.1
St. Gallen;2022-12-26;22.0;0.0;;931.4;19.4;87.0;8.9;5.5;14.0;70.9
St. Gallen;2022-12-30;44.0;0.0;;926.8;0.4;154.0;6.7;1.9;12.5;79.9
St. Gallen;2023-01-01;65.0;0.0;;932.9;0.0;357.0;11.7;9.4;14.5;56.1
St. Gallen;2023-01-17;25.0;1.0;;898.4;0.2;0.0;-0.1;-2.1;0.9;72.4
St. Gallen;2023-01-28;13.0;12.0;;931.0;0.0;0.0;-3.0;-4.8;-2.1;88.6
St. Gallen;2023-01-30;73.0;10.0;;933.1;0.2;188.0;-1.3;-6.1;1.8;77.6
St. Gallen;2023-02-05;40.0;0.0;;942.2;8.2;32.0;0.3;-2.5;3.3;88.2
St. Gallen;2023-02-07;69.0;4.0;;941.3;0.0;155.0;-4.4;-6.9;-2.0;90.7
St. Gallen;2023-02-09;122.0;4.0;;940.2;0.0;499.0;-2.1;-6.6;2.4;68.7
St. Gallen;2023-02-12;128.0;0.0;;943.3;0.0;514.0;1.8;-2.0;7.0;71.1
St. Gallen;2023-02-15;140.0;0.0;;937.6;0.0;523.0;5.7;1.2;9.0;46.7
St. Gallen;2023-02-23;87.0;0.0;;923.8;0.0;212.0;7.2;4.6;9.7;81.9
St. Gallen;2023-02-25;17.0;2.0;;917.0;3.4;0.0;0.4;-2.8;2.1;89.4
St. Gallen;2023-03-15;151.0;1.0;;927.4;0.0;359.0;1.7;-1.9;5.4;65.8
St. Gallen;2023-03-19;123.0;0.0;;927.5;13.0;181.0;8.8;5.4;12.4;67.3
St. Gallen;2023-03-24;36.0;0.0;;922.2;15.2;0.0;9.9;6.7;13.9;77.7
St. Gallen;2023-04-02;117.0;0.0;;925.3;4.4;172.0;6.5;2.9;10.1;77.4
St. Gallen;2023-04-03;29.0;0.0;;930.8;0.0;0.0;0.7;-1.8;2.9;83.7
St. Gallen;2023-04-05;260.0;0.0;;928.3;0.0;721.0;1.1;-3.7;5.6;56.9
St. Gallen;2023-04-07;130.0;0.0;;926.3;1.1;125.0;5.8;3.9;8.6;64.9
St. Gallen;2023-04-12;117.0;0.0;;917.8;9.0;87.0;8.4;3.2;13.3;75.1
St. Gallen;2023-04-18;246.0;0.0;;928.4;0.0;489.0;7.7;3.4;12.7;80.8
St. Gallen;2023-04-20;26.0;0.0;;922.2;17.1;0.0;2.6;1.5;4.6;95.1
St. Gallen;2023-04-21;222.0;0.0;;921.7;0.0;348.0;8.2;2.2;14.3;86.0
St. Gallen;2023-04-30;184.0;0.0;;927.2;4.2;175.0;10.6;7.4;14.4;79.5
St. Gallen;2023-05-01;74.0;0.0;;926.5;8.4;0.0;8.9;7.0;10.7;89.9
St. Gallen;2023-05-09;196.0;0.0;;925.9;22.1;217.0;13.2;10.7;17.3;86.7
St. Gallen;2023-05-10;84.0;0.0;;925.4;3.7;0.0;9.4;7.5;10.9;85.3
St. Gallen;2023-05-11;111.0;0.0;;924.7;10.6;14.0;8.2;7.1;11.1;90.0
St. Gallen;2023-05-17;134.0;0.0;;930.9;0.0;29.0;6.9;4.3;10.2;77.2
St. Gallen;2023-05-25;226.0;0.0;;930.8;0.0;193.0;12.4;7.6;17.1;83.4
St. Gallen;2023-06-06;335.0;0.0;;928.2;0.0;838.0;16.0;10.2;21.0;64.0
St. Gallen;2023-06-08;331.0;0.0;;925.5;0.5;685.0;17.7;13.3;23.6;56.0
St. Gallen;2023-06-22;223.0;0.0;;928.7;23.7;368.0;20.9;14.8;27.9;70.9
St. Gallen;2023-06-27;244.0;0.0;;931.3;0.0;408.0;17.5;15.0;21.3;57.8
St. Gallen;2023-07-01;198.0;0.0;;924.2;11.4;124.0;16.0;12.2;20.8;75.9
St. Gallen;2023-07-02;150.0;0.0;;926.3;0.4;138.0;16.4;13.4;20.7;78.5
St. Gallen;2023-07-21;160.0;0.0;;925.4;20.7;202.0;15.9;13.5;21.0;81.8
St. Gallen;2023-07-26;136.0;0.0;;927.8;9.4;108.0;11.3;9.4;13.9;81.9
St. Gallen;2023-08-11;304.0;0.0;;933.8;0.0;825.0;21.2;15.6;26.0;61.0
St. Gallen;2023-08-12;214.0;0.0;;932.2;0.0;349.0;22.6;19.7;27.5;67.4
St. Gallen;2023-08-13;266.0;0.0;;930.7;4.1;614.0;21.3;17.1;26.9;75.4
St. Gallen;2023-08-17;175.0;0.0;;929.9;0.0;329.0;21.3;17.8;24.7;60.4
St. Gallen;2023-08-18;284.0;0.0;;929.2;0.0;750.0;22.3;16.5;27.3;53.5
St. Gallen;2023-08-20;275.0;0.0;;933.6;0.0;725.0;24.0;18.8;29.4;58.1
St. Gallen;2023-08-26;77.0;0.0;;925.8;44.6;94.0;16.8;14.1;19.7;89.2
St. Gallen;2023-08-27;43.0;0.0;;924.2;45.8;0.0;13.3;11.4;14.9;92.6
St. Gallen;2023-09-07;243.0;0.0;;931.3;0.0;728.0;19.5;15.0;24.2;81.5
St. Gallen;2023-09-15;152.0;0.0;;928.8;0.0;314.0;16.1;13.9;19.2;90.3
St. Gallen;2023-09-21;176.0;0.0;;917.1;26.7;343.0;17.0;12.4;20.9;77.7
St. Gallen;2023-09-24;201.0;0.0;;935.0;0.0;557.0;11.0;7.7;15.7;78.8
St. Gallen;2023-09-29;187.0;0.0;;934.0;0.0;543.0;18.7;13.9;23.6;59.9
St. Gallen;2023-09-30;152.0;0.0;;936.9;0.0;323.0;15.2;13.4;17.8;78.9
St. Gallen;2023-10-02;182.0;0.0;;934.6;0.0;635.0;17.9;13.5;22.6;63.5
St. Gallen;2023-10-06;164.0;0.0;;937.0;0.0;525.0;12.1;7.5;16.2;80.6
St. Gallen;2023-10-12;145.0;0.0;;931.3;0.0;439.0;19.8;16.9;22.8;38.0
St. Gallen;2023-11-04;57.0;0.0;;902.8;7.9;115.0;6.3;2.0;10.4;69.6
St. Gallen;2023-11-09;57.0;0.0;;920.9;0.0;59.0;6.3;2.9;9.1;58.3
St. Gallen;2023-11-10;44.0;0.0;;915.9;7.0;87.0;5.1;3.7;6.8;75.6
St. Gallen;2023-01-02;37.0;0.0;;933.1;0.3;0.0;10.4;7.5;12.7;58.7
St. Gallen;2023-01-06;38.0;0.0;;933.1;0.0;121.0;5.6;3.1;7.7;83.4
St. Gallen;2023-01-07;33.0;0.0;;927.2;0.0;113.0;4.3;1.4;7.8;78.9
St. Gallen;2023-01-08;17.0;0.0;;918.3;7.7;0.0;5.0;3.2;6.5;75.0
St. Gallen;2023-01-09;29.0;0.0;;918.0;3.5;6.0;3.1;1.0;6.7;80.6
St. Gallen;2023-01-12;19.0;0.0;;930.5;0.0;0.0;5.4;3.5;7.1;62.2
St. Gallen;2023-01-19;51.0;5.0;;917.5;0.0;64.0;-4.4;-6.2;-2.5;70.5
St. Gallen;2023-01-21;12.0;6.0;;929.1;4.1;0.0;-5.1;-6.2;-4.1;92.3
St. Gallen;2023-02-08;61.0;4.0;;939.7;0.0;175.0;-5.1;-6.7;-3.2;88.4
St. Gallen;2023-02-11;92.0;3.0;;943.6;0.0;212.0;0.9;-2.9;4.7;60.0
St. Gallen;2023-02-19;24.0;0.0;;935.8;0.2;0.0;6.8;5.6;8.1;76.7
St. Gallen;2023-02-22;124.0;0.0;;924.7;3.1;355.0;8.4;6.2;12.7;59.5
St. Gallen;2023-02-24;103.0;0.0;;917.8;28.5;192.0;7.4;2.3;11.3;77.0
St. Gallen;2023-02-26;61.0;4.0;;921.0;0.0;28.0;-3.7;-5.1;-2.7;80.9
St. Gallen;2023-02-28;50.0;6.0;;929.6;0.0;0.0;-3.5;-4.7;-2.1;85.6
St. Gallen;2023-03-07;158.0;0.0;;913.9;0.0;380.0;2.2;-0.4;6.6;62.8
St. Gallen;2023-03-08;64.0;0.0;;911.1;11.4;3.0;6.2;0.3;11.4;69.0
St. Gallen;2023-03-10;64.0;0.0;;911.0;9.7;79.0;6.0;1.6;10.6;70.9
St. Gallen;2023-03-11;77.0;2.0;;919.0;3.9;0.0;0.4;-2.0;2.0;89.3
St. Gallen;2023-03-12;74.0;0.0;;924.8;3.0;119.0;5.6;0.7;8.5;81.3
St. Gallen;2023-03-25;168.0;0.0;;924.6;1.1;291.0;6.2;1.4;9.4;73.4
St. Gallen;2023-03-27;69.0;0.0;;927.1;4.2;65.0;1.3;-0.9;3.1;79.8
St. Gallen;2023-03-30;61.0;0.0;;925.9;2.9;127.0;12.3;9.1;16.1;60.2
St. Gallen;2023-03-31;98.0;0.0;;918.1;2.9;124.0;9.2;4.8;13.4;64.1
St. Gallen;2023-04-17;193.0;0.0;;929.1;0.0;299.0;6.5;4.0;10.7;84.3
St. Gallen;2023-04-25;148.0;0.0;;923.5;5.4;199.0;5.6;3.6;8.5;77.8
St. Gallen;2023-04-26;214.0;0.0;;926.8;0.6;235.0;6.9;2.8;11.3;75.3
St. Gallen;2023-05-04;315.0;0.0;;929.8;0.0;757.0;13.6;7.1;19.6;69.3
St. Gallen;2023-05-14;93.0;0.0;;924.9;4.1;49.0;9.1;8.0;12.1;92.5
St. Gallen;2023-05-16;36.0;0.0;;925.1;53.3;0.0;8.1;5.6;10.2;95.1
St. Gallen;2023-05-20;192.0;0.0;;925.4;0.0;112.0;12.0;6.7;16.7;83.8
St. Gallen;2023-05-22;313.0;0.0;;925.6;0.0;716.0;18.4;14.1;23.9;62.7
St. Gallen;2023-05-24;45.0;0.0;;929.1;4.9;0.0;9.7;8.2;11.7;90.9
St. Gallen;2023-05-26;331.0;0.0;;933.1;0.0;700.0;15.6;9.7;21.7;72.8
St. Gallen;2023-05-27;333.0;0.0;;930.8;0.0;799.0;15.2;9.8;21.1;68.8
St. Gallen;2023-06-12;360.0;0.0;;924.9;0.0;885.0;17.6;12.0;23.3;58.1
St. Gallen;2023-06-13;361.0;0.0;;922.4;0.0;892.0;16.1;10.6;21.9;52.7
St. Gallen;2023-06-14;365.0;0.0;;924.6;0.0;886.0;16.9;10.8;22.6;43.6
St. Gallen;2023-06-16;286.0;0.0;;929.0;0.0;510.0;17.8;13.8;22.1;49.5
St. Gallen;2023-06-17;333.0;0.0;;927.9;0.0;738.0;19.2;12.8;24.2;42.2
St. Gallen;2023-06-18;305.0;0.0;;926.4;2.7;635.0;21.2;15.7;26.5;42.5
St. Gallen;2023-06-21;282.0;0.0;;930.3;0.0;622.0;21.8;18.4;24.7;66.9
St. Gallen;2023-06-28;252.0;0.0;;930.1;0.0;383.0;17.1;14.6;21.3;58.4
St. Gallen;2023-07-03;204.0;0.0;;927.7;0.7;194.0;17.8;15.3;21.4;61.3
St. Gallen;2023-07-07;354.0;0.0;;931.1;0.0;870.0;21.0;15.1;26.2;48.1
St. Gallen;2023-07-08;265.0;0.0;;932.2;0.0;422.0;21.9;18.5;25.8;52.8
St. Gallen;2023-07-09;342.0;0.0;;933.3;0.0;785.0;24.8;18.8;30.1;47.4
St. Gallen;2023-07-11;331.0;0.0;;929.0;8.4;775.0;25.1;18.0;31.6;57.5
St. Gallen;2023-07-13;167.0;0.0;;930.7;0.9;255.0;17.0;14.6;21.2;77.9
St. Gallen;2023-07-15;321.0;0.0;;925.1;3.8;757.0;25.9;18.7;31.2;45.0
St. Gallen;2023-07-16;218.0;0.0;;930.3;5.6;239.0;17.7;14.4;21.8;82.9
St. Gallen;2023-07-18;210.0;0.0;;930.6;0.9;456.0;20.6;15.9;26.3;68.1
St. Gallen;2023-07-23;294.0;0.0;;926.7;0.8;636.0;21.1;15.3;25.9;49.7
St. Gallen;2023-07-30;190.0;0.0;;928.7;0.2;331.0;17.7;15.3;20.8;71.4
St. Gallen;2023-07-31;248.0;0.0;;926.9;0.0;331.0;17.8;12.6;21.9;61.7
St. Gallen;2023-08-05;126.0;0.0;;925.5;8.9;148.0;13.4;11.4;17.1;86.1
St. Gallen;2023-08-07;167.0;0.0;;930.8;9.2;175.0;11.1;9.6;14.4;75.5
St. Gallen;2023-08-08;286.0;0.0;;929.9;0.0;694.0;14.4;8.9;19.0;58.7
St. Gallen;2023-08-16;288.0;0.0;;930.5;0.0;756.0;22.2;17.6;27.5;63.6
St. Gallen;2023-08-21;272.0;0.0;;934.3;0.0;752.0;24.6;20.4;29.5;61.7
St. Gallen;2023-08-23;257.0;0.0;;931.9;0.0;646.0;23.9;19.9;28.6;71.4
St. Gallen;2023-08-29;58.0;0.0;;922.8;3.8;0.0;9.7;8.7;10.7;92.6
St. Gallen;2023-09-05;259.0;0.0;;932.1;0.0;747.0;17.1;12.3;23.2;77.7
St. Gallen;2023-09-13;61.0;0.0;;929.9;20.4;2.0;16.7;14.3;19.5;86.3
St. Gallen;2023-09-16;205.0;0.0;;927.3;0.0;571.0;18.0;13.3;23.1;75.9
St. Gallen;2023-09-17;179.0;0.0;;927.3;0.0;463.0;21.4;16.8;26.0;60.8
St. Gallen;2023-09-19;133.0;0.0;;928.7;0.0;277.0;15.9;13.5;19.4;74.4
St. Gallen;2023-10-09;102.0;0.0;;935.2;0.0;116.0;19.5;16.1;22.9;46.7
St. Gallen;2023-10-10;138.0;0.0;;934.1;0.0;460.0;18.0;14.9;21.3;60.9
St. Gallen;2023-10-16;97.0;0.0;;928.7;0.0;256.0;4.8;2.1;9.3;87.0
St. Gallen;2023-10-21;28.0;0.0;;914.1;10.0;0.0;10.9;8.8;13.3;79.5
St. Gallen;2023-10-25;79.0;0.0;;914.2;2.6;156.0;10.1;6.7;13.8;82.8
St. Gallen;2023-10-28;113.0;0.0;;916.4;0.0;359.0;10.2;5.8;14.3;60.5
St. Gallen;2023-10-29;82.0;0.0;;916.1;0.0;202.0;13.6;9.1;18.4;49.7
St. Gallen;2023-10-31;28.0;0.0;;920.1;0.7;0.0;8.3;7.2;9.3;79.8
St. Gallen;2023-11-02;18.0;0.0;;904.8;9.9;0.0;7.5;5.3;14.5;78.8
St. Gallen;2023-01-03;13.0;0.0;;938.8;3.7;0.0;5.5;3.1;7.6;92.6
St. Gallen;2023-01-14;46.0;0.0;;927.1;0.9;79.0;6.4;2.3;10.4;59.6
St. Gallen;2023-01-22;37.0;11.0;;932.0;0.3;23.0;-4.1;-5.0;-3.4;89.9
St. Gallen;2023-01-27;12.0;12.0;;926.7;0.3;0.0;-3.4;-4.8;-2.9;88.8
St. Gallen;2023-01-31;80.0;5.0;;935.6;0.0;227.0;1.1;-0.9;3.3;71.7
St. Gallen;2023-02-03;69.0;0.0;;940.0;3.4;116.0;3.5;2.1;5.4;70.2
St. Gallen;2023-02-16;134.0;0.0;;937.3;0.0;459.0;8.0;3.9;11.4;44.7
St. Gallen;2023-02-17;56.0;0.0;;937.7;0.0;0.0;9.9;8.5;11.2;52.2
